Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture
7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,80.92,0.11
7.17,7.42,7,7.58,7.33,7,10,10,10,7.42,80.92,0
7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,7.25,80.92,0.1
7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,80.92,0.12
7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,7.25,80.92,0.12
7.92,7.67,7.33,7.08,7.08,7.08,10,10,10,6.75,80.92,0.09
7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,7.33,80.92,0.1
7.33,7.08,7.25,7,7.5,7.42,10,10,10,7.33,80.92,0.1
7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,7.08,80.92,0.12
7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,80.92,0.11
7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,7.17,80.92,0.11
7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,80.92,0.11
7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7,80.92,0.13
7.67,7.58,7.33,7.33,7.17,7,10,10,10,6.83,80.92,0
7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,80.83,0
7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08,80.83,0.11
7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,80.83,0.13
7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,80.83,0.11
7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,80.83,0.13
7.42,7.33,7,7.25,7.33,7.5,10,10,10,7,80.83,0.1
7.33,7.33,7,6.83,7.33,7.67,10,10,10,7.33,80.83,0.01
7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25,80.75,0
6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17,80.75,0
7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,80.75,0.12
7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,80.75,0.12
7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,80.75,0.11
7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,80.75,0.11
7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,80.75,0.09
7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,80.75,0.13
7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,80.75,0.11
7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,80.75,0.11
7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25,80.75,0.12
7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,80.75,0.13
7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,80.67,0
7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,80.67,0.13
7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,80.67,0.11
7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,80.67,0.11
7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,80.67,0.12
7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,80.67,0.12
7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,8.5,80.67,0
7.67,7.17,7,7.5,7,7,10,10,10,7.33,80.67,0.12
7,7.33,7.5,7.33,7,7.33,10,10,10,7.17,80.67,0.11
7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,80.67,0.11
7.17,7.25,7.08,7.42,7.08,7.42,10,10,10,7.25,80.67,0.18
7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,7.42,80.58,0.11
7.08,7.5,7,7.25,7.42,7,10,10,10,7.33,80.58,0.11
7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,80.58,0.12
7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25,80.58,0
7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,80.58,0.11
7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,80.58,0.11
7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,80.58,0
7.08,7.25,7,7.5,7.08,7.33,10,10,10,7.33,80.58,0
7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,80.5,0
7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,80.5,0.1
7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,80.5,0.11
7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,7.25,80.5,0.12
7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,80.5,0.11
7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,80.5,0
7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,80.5,0.11
7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,80.5,0.1
7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,80.5,0.11
7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,80.5,0.12
7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,80.5,0.15
7.25,7.42,7,7.42,7.33,7,10,10,10,7,80.42,0.1
7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,80.42,0.14
7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,80.42,0
7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,80.42,0.17
7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,80.42,0.11
6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,80.42,0.1
7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,80.42,0.12
7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,7.33,80.33,0.12
7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,80.33,0.13
7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,80.33,0.12
7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,80.33,0.11
7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,80.33,0.11
7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,80.33,0.11
7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,80.33,0.12
7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,7.08,80.33,0.1
7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,80.25,0.11
7.25,7.25,7,7,7.42,7,10,10,10,7.33,80.25,0.1
7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,80.25,0.1
8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,80.25,0.11
7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,80.25,0
7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,80.25,0.11
7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,0.12
7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0.1
7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,80.25,0.11
7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,80.25,0.11
7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,80.25,0.11
7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,80.17,0
7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,80.17,0.11
7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,80.17,0.11
7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,80.17,0.11
7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,80.17,0.11
7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,80.17,0.14
7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,80.17,0.12
7.33,7.33,7,7.33,7,7,10,10,10,7.17,80.17,0.11
7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17,0.05
7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,80.08,0.11
7.42,7.25,7.25,7.17,7,7,10,10,10,7,80.08,0.07
7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,80.08,0.1
7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,80.08,0.11
7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,80.08,0.11
7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,80.08,0.11
7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,80.08,0.15
7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,80.08,0.14
7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,80,0.1
7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,80,0
7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,80,0
7.25,7.25,7.25,7,7.25,7,10,10,10,7,80,0.11
7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,80,0
7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,80,0.12
7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,80,0.11
7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,80,0.05
7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,79.92,0
7.5,7,7,6.92,7.33,7.17,10,10,10,7,79.92,0.11
7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,79.92,0.12
7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,79.92,0.12
7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75,79.92,0
7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,79.92,0.11
7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,79.92,0.12
7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,79.92,0.11
7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10,7.58,79.92,0.05
7,7.08,7,7.17,7.25,7.25,10,10,10,7.08,79.83,0.11
7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,79.83,0.1
6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,7.17,79.83,0.11
7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,79.83,0.12
7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,79.83,0.12
7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75,0.1
7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75,0
7.08,7.08,7.25,7,7.17,7.17,10,10,10,7,79.75,0.1
7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,79.75,0.12
7,7.08,7,7.25,7.5,7.42,9.33,10,10,7.17,79.75,0.12
7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,79.75,0.1
7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,79.75,0.12
7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,79.75,0.13
7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,79.75,0.12
7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92,79.75,0.14
7.33,7.25,7,7.08,7.08,7,10,10,10,7,79.75,0.1
7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,79.75,0
7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,7.33,79.75,0.12
7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67,0.1
7.25,7.08,7,6.83,7.33,7.17,10,10,10,7,79.67,0
6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08,79.67,0.12
7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,79.67,0.11
7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,79.67,0.12
7.33,7.17,7,6.75,7.08,7,10,10,10,7.33,79.67,0.13
6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,7.08,79.67,0
7.17,7.17,7,7,7.25,6.92,10,10,10,7.17,79.67,0
7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92,79.58,0.12
7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,79.58,0.13
7.25,7.17,7,6.75,7.17,7.33,10,10,10,6.92,79.58,0.1
7.08,7,6.83,7.33,7.25,7,10,10,10,7.08,79.58,0.17
6.92,6.92,7,7.42,7.25,7,10,10,10,7,79.5,0.12
6.92,7,7.17,7,7.42,7,10,10,10,7,79.5,0
7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,7.5,79.5,0
7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7,79.5,0.12
7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7,79.5,0.12
7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42,0.1
7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,79.42,0.1
7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,79.42,0.13
7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,79.33,0.13
7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,79.33,0
7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,79.33,0.14
7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,79.33,0.14
7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,79.33,0.11
7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75,79.25,0.11
7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,79.25,0.13
7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79.17,0.1
7.58,7,6.75,6.92,7,6.92,10,10,10,7,79.17,0.11
7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,79.17,0.11
7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,79.17,0.11
7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33,79.17,0.1
7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,7.17,79.17,0.14
7.17,6.92,6.92,7.08,7.17,7,10,10,10,6.92,79.17,0.14
6.75,6.75,6.83,7.25,7.58,7.08,10,10,10,6.92,79.17,0.01
7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79.08,0.1
7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92,79.08,0.13
7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83,79.08,0.16
7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92,79.08,0.11
7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25,79.08,0.1
6.75,6.75,6.42,6.83,7.58,7.5,10,10,10,7.25,79.08,0.1
7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58,79,0.12
7,7,7,7,7,7,10,10,10,7,79,0.11
7.67,7.17,7.08,7.25,8,7.5,8.67,9.33,9.33,7,79,0
6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,7,79,0.12
7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,79,0.14
7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,79,0.14
7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7,78.92,0.12
7.5,7,6.92,7.08,6.92,6.75,10,10,10,6.75,78.92,0.16
7.17,7,6.92,7,7,7,10,10,10,6.75,78.83,0.1
7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,78.75,0.12
7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,78.75,0.12
7.25,6.83,6.83,7,7.17,7,10,10,10,6.67,78.75,0.14
7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7,78.75,0.14
7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,7,78.75,0.12
7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,7.08,78.67,0
6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83,78.67,0.13
7.08,7,6.75,6.83,7.08,6.92,10,10,10,6.92,78.58,0.1
6.83,7.08,6.92,6.75,7.25,7.08,10,10,10,6.67,78.58,0.11
7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,78.58,0.12
6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67,78.58,0.1
7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,78.58,0.13
7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,7.5,78.58,0.1
7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10,7.25,78.58,0
7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,78.5,0
7.08,6.83,6.83,7,7,6.92,10,10,10,6.83,78.5,0.12
7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,6.92,78.5,0.13
6.83,7,6.92,7.08,6.92,6.83,10,10,10,6.83,78.42,0.12
7.58,7.17,7,7.17,7.33,7,8,10,10,7.17,78.42,0.14
7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,7.83,78.33,0.1
7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,78.33,0.1
7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5,78.33,0.11
7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,78.33,0.13
7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,7,78.33,0.11
7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,78.25,0.11
7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,7.25,78.25,0.11
6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,6.83,78.17,0.13
7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,6.75,78.08,0.11
7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25,78,0
6.83,7,6.67,7,7,6.83,10,10,10,6.67,78,0.11
7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,7.33,78,0.12
7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,78,0.1
7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,7.17,78,0.1
7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,78,0.11
7.25,7.33,7,7,7.25,7.08,10,10,8,7.08,78,0.12
7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,7.08,78,0.1
7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,77.92,0.12
7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,77.92,0.11
7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,7.17,77.92,0.11
7.42,7,7,7.17,7.08,7,9.33,8.67,10,7.17,77.83,0.1
7,6.75,6.67,6.83,7.08,6.83,10,10,10,6.67,77.83,0.11
7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,77.83,0.11
7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,77.67,0.11
7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58,77.58,0.12
7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,77.5,0.13
7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,77.42,0.11
7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,77.33,0
7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77.33,0.1
7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,77.33,0.15
6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,77.25,0.1
7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75,77.25,0.12
7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,77.17,0.12
7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,77,0
7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42,76.83,0
6.67,6.33,6.42,6.83,7,6.92,10,10,10,6.58,76.75,0
6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,76.5,0.12
7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,76.42,0.13
7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,76.33,0.11
6.17,6.5,6.5,7.17,7,6.83,10,10,10,6.17,76.33,0.11
7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08,76.25,0
7.5,7.33,7.33,7.58,7.67,7.25,8,8,8,7.5,76.17,0
7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,6.75,76.17,0.16
7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67,76.17,0.12
7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58,76.08,0.12
6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7,76,0.11
6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,6.67,75.83,0.12
7.17,7,6.83,7.5,7.17,7,8,8,10,7,75.67,0.11
7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,75.58,0.11
6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,6.5,75.58,0.12
7.5,7.25,6.92,7,7.17,6.83,8,8,10,6.83,75.5,0.11
7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,6.58,75.17,0.11
7.25,6.83,6.67,7.08,7.17,6.83,10,6.67,10,6.67,75.17,0.12
7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,6.75,75.17,0.13
7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75,75,0.14
7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,6.42,74.92,0.17
7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7,74.83,0.12
6.75,6.5,6.17,7,7.25,6.75,8,10,10,6.33,74.75,0.11
6.75,6.67,6.17,7.17,7,6.58,8,10,10,6.42,74.75,0.11
7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,6.75,74.67,0.12
7.5,7.25,7,7.25,7.42,7.33,8,8.67,6.67,7.33,74.42,0
6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6,74.33,0.11
7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,6.67,74.33,0.14
6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,6.5,74,0.13
7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,7.08,73.83,0.12
7.17,7.17,7.17,7.58,7.67,6.92,9.33,6.67,6.67,7.33,73.67,0
7.25,6.58,6.58,7,7,6.42,8,8,10,6.67,73.5,0.11
7,7.17,6.83,7.17,7,7.17,8,8,8,7.08,73.42,0.11
7.08,7.08,6.92,7.08,6.92,6.92,8,8,8,6.92,72.92,0
8,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,7.33,72.83,0
6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,6.92,72.58,0.11
6.92,6.75,7.08,7.17,7.33,6.67,10,5.33,8.67,6.42,72.33,0.08
6.33,6.5,6.33,6.83,6.33,6.5,10,6.67,10,6.25,71.75,0.11
6.92,6.92,6.92,6.92,7.17,7,10,2.67,10,6.58,71.08,0.12
6.5,6.67,6.42,7.17,7.33,6.5,8,6,10,6.42,71,0.11
6.92,7,6.83,6.92,7.42,6.92,6,6,10,6.75,70.75,0.12
7,7,6.83,7,7.33,6.83,6,6,10,6.67,70.67,0.11
6.67,6.5,6.17,6.67,6.83,6.17,8,8,8,6.33,69.33,0.1
7,6.17,6.17,6.67,6.5,6.17,8,8,8,6.5,69.17,0.1
7,6.33,6.17,6.5,6.67,6.17,8,8,8,6.33,69.17,0.1
7.08,6.83,6.25,7.42,7.25,6.75,10,0,10,6.75,68.33,0.11
6.75,6.58,6.42,6.67,7.08,6.67,9.33,6,6,6.42,67.92,0.14
7.25,6.58,6.33,6.25,6.42,6.08,6,6,6,6.17,63.08,0.13
7.5,6.67,6.67,7.67,7.33,6.67,8,1.33,1.33,6.67,59.83,0.1
7.83,8.08,7.75,7.92,8.25,7.92,10,10,8,8,83.75,0.12
8,7.75,7.92,8,7.92,7.92,10,10,8,8,83.5,0
7.92,7.83,7.92,8,7.83,7.92,10,10,7.83,8,83.25,0
8,7.92,7.92,7.75,7.83,7.75,10,10,7.75,8.08,83,0.12
8.33,7.83,7.83,7.75,8.25,7.75,10,10,7.58,7.67,83,0.12
8,7.92,7.67,8,7.75,7.92,10,10,7.75,7.75,82.75,0
7.67,7.75,7.83,7.83,7.92,7.75,10,10,8,7.83,82.58,0
7.67,7.75,7.83,7.67,7.92,7.83,10,10,7.92,7.92,82.5,0.1
7.67,7.75,7.58,7.83,7.83,8,10,10,7.92,7.92,82.5,0.09
7.67,7.83,7.83,7.83,7.92,7.75,10,10,7.75,7.83,82.42,0.12
7.58,7.92,7.75,7.83,7.5,7.67,10,10,7.67,7.83,81.75,0.12
7.67,7.83,7.75,7.5,7.75,7.58,10,10,7.75,7.75,81.58,0.11
7.58,7.58,7.67,7.58,7.67,7.67,10,10,7.5,8.33,81.58,0
8,7.75,7.75,7.58,7.67,7.5,10,10,7.58,7.67,81.5,0.11
8,7.67,7.75,7.5,7.67,7.58,10,10,7.58,7.75,81.5,0.12
7.75,7.75,7.67,7.67,7.58,7.58,10,10,7.58,7.83,81.42,0
7.5,7.5,7.25,7.83,7.67,7.83,10,10,7.83,7.83,81.25,0.13
7.33,7.58,7.5,7.75,7.75,7.67,10,10,7.75,7.58,80.92,0.12
7.83,7.58,7.33,7.67,7.5,7.5,10,10,7.75,7.42,80.58,0.12
7.75,7.42,7.33,7.58,7.67,7.58,10,10,7.67,7.5,80.5,0.12
7.67,7.67,7.5,7.33,7.58,7.5,10,10,7.42,7.5,80.17,0
7.58,7.42,7.42,7.83,7.42,7.5,10,10,7.42,7.58,80.17,0
7.92,7.5,7.42,7.42,7.42,7.42,9.33,10,7.58,7.33,79.33,0
7.75,7.58,7.33,7.58,5.08,7.83,10,10,7.75,7.83,78.75,0
7.5,7.67,7.75,7.75,5.17,5.25,10,10,8.42,8.58,78.08,0
7.33,7.33,7.17,7.42,7.5,7.17,9.33,9.33,7.42,7.17,77.17,0
7.42,6.83,6.75,7.17,7.25,7,9.33,9.33,7.08,6.92,75.08,0.1
6.75,6.67,6.5,6.83,6.92,6.83,9.33,9.33,6.67,7.92,73.75,0.12
